ID,quality_score,Owner,Country_of_Origin,Farm_Name,Company,Region,Producer,Number_of_Bags,Bag_Weight,In-Country_Partner,Harvest_Year,Grading_Date,Variety,Status,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Category_One_Defects,Quakers,Color,Category_Two_Defects,Expiration,Certification_Body,Certification_Address,Certification_Contact,Altitude_Units,Lower_Altitude,Upper_Altitude
51,86.0,Grounds for Health Admin,United States (Hawaii),Hula Daddy Kona Coffee,,Kona,Hula Daddy Kona Coffee,1,2.0,Specialty Coffee Association,,"May 31st, 2010",,Completed,,8.33,8.17,7.75,8.0,7.75,7.83,10.0,10.0,10.0,8.17,Sample  86.00,0 %,0 full defects,0.0,,0 full defects,"May 31st, 2011",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,feet,1400,
52,85.92,Juan Luis Alvarado Romero,Guatemala,LA ESPERANZA Y ANEXOS,"UNEX GUATEMALA, S.A.",NUEVO ORIENTE,MARGARITA AVILA DE NUYENS,80,69.0,Asociacion Nacional Del Café,2016,"May 16th, 2016",Bourbon,Completed,Washed / Wet,7.92,8.08,7.92,8.08,8.08,7.83,10.0,10.0,10.0,8.0,Sample  85.92,10 %,0 full defects,1.0,Green,3 full defects,"May 16th, 2017",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,
53,85.92,Kawacom Uganda LTD,Uganda,Sipi organic coffee project,Kawacom uganda LTD,Eastern,Kawacom (U)Ltd,1,60.0,Uganda Coffee Development Authority,2013,"June 30th, 2014",SL14,Completed,Natural / Dry,8.17,8.17,7.92,8.08,7.83,7.75,10.0,10.0,10.0,8.0,Sample  85.92,12 %,0 full defects,0.0,Green,0 full defects,"June 30th, 2015",Uganda Coffee Development Authority,"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Clare Rwakatogoro - 256-41-256940/233073,meters,1400,1900
54,85.92,Exportadora de Cafe Condor S.A,Colombia,,Exportadora de Cafe Condor S.A,Huila,,275,70.0,Almacafé,2013,"July 26th, 2013",Caturra,Completed,Washed / Wet,8.0,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,7.92,Sample  85.92,0 %,1 full defects,0.0,Blue-Green,0 full defects,"July 26th, 2014",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1800,
55,85.83,Gonzalo Hernandez,Panama,La Berlina Estate,CE Specialty S.A.,Boquete,Plinio Ruiz,37,60.0,Specialty Coffee Association of Costa Rica,2017,"October 9th, 2017",Gesha,Completed,Washed / Wet,8.0,8.0,7.92,8.08,7.83,8.0,10.0,10.0,10.0,8.0,Sample  85.83,8 %,0 full defects,1.0,Bluish-Green,0 full defects,"October 9th, 2018",Specialty Coffee Association of Costa Rica,"Blvd Rohrmoser, de Prisma Dental 200 norte y 25 oeste, casa 21",Noelia Villalobos - (506) 2220 0685,meters,1600,
56,85.83,Ibrahim Hussien Speciality Coffee Producer &Export,Ethiopia,,Ibrahim Hussien Specality Coffee Product & Exporter,Oromia,Ibrahim Hussien Specialty Coffee Producer and Exporter,320,60.0,METAD Agricultural Development plc,2014,"April 4th, 2015",,Completed,Washed / Wet,7.83,8.08,7.92,8.08,8.0,7.92,10.0,10.0,10.0,8.0,Sample  85.83,10 %,0 full defects,0.0,Green,4 full defects,"April 3rd, 2016",METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196",meters,1800,2000
57,85.83,Juan Luis Alvarado Romero,Guatemala,VALPARAISO,SERTRASA,"ACATENANGO, CHIMALTENANGO",SERTRASA,150,1.0,Asociacion Nacional Del Café,2012,"July 3rd, 2012",Bourbon,Completed,Washed / Wet,7.83,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,8.0,Sample  85.83,12 %,0 full defects,0.0,Green,3 full defects,"July 3rd, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,5000,
58,85.83,Juan Luis Alvarado Romero,Guatemala,FINCA EL LIMON,"UNICAFE, S.A",NUEVO ORIENTE ALDEA EL LIMON,WILLIAM ESTUARDO MARTINEZ PACHECO,275,1.0,Asociacion Nacional Del Café,2012,"June 5th, 2012",Catuai,Completed,Washed / Wet,8.0,8.0,7.83,8.33,7.83,7.83,10.0,10.0,10.0,8.0,Sample  85.83,10 %,0 full defects,0.0,Bluish-Green,1 full defects,"June 5th, 2013",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,feet,4650,
59,85.75,SEID DAMTEW COFFEE PLANATAION,Ethiopia,seid damtew coffee export and plantation,Seid Damtew Coffee Planation,addis ababa,seid damtew coffee export and plantation,320,19200.0,METAD Agricultural Development plc,2017,"June 23rd, 2017",Caturra,Completed,Natural / Dry,7.83,8.0,7.83,8.17,7.92,8.0,10.0,10.0,10.0,8.0,Sample  85.75,9 %,0 full defects,4.0,None,7 full defects,"June 23rd, 2018",METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196",,,
60,85.75,Dane Loraas,Peru,,Sustainable Harvest,Cajamarca,,280,2.26796,Specialty Coffee Association,2013,"January 22nd, 2014",,Completed,Washed / Wet,8.0,8.0,8.0,8.08,7.92,7.75,10.0,10.0,10.0,8.0,Sample  85.75,10 %,4 full defects,0.0,Green,6 full defects,"January 22nd, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
61,85.75,"Colbran Coffeelands, Ltd.",Papua New Guinea,Tairora Cherry – Bonta,CQI,Eastern Highlands Province,"Colbran CoffeeLands, Ltd.",7,60.0,Specialty Coffee Association,2012,"October 25th, 2012",,Completed,Washed / Wet,8.33,8.42,7.83,8.33,8.0,8.25,9.33,9.33,10.0,7.92,Sample  85.75,12 %,0 full defects,0.0,Bluish-Green,1 full defects,"October 25th, 2013",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1700,
62,85.58,Atlantic Specialty Coffee,El Salvador,El Majahual,Atlantic Specialty Coffee,Apaneca Llamantepec,Aida Batlle,275,2.0,Specialty Coffee Association,2013,"March 18th, 2013",Bourbon,Completed,Washed / Wet,7.92,8.17,8.0,7.92,7.75,7.83,10.0,10.0,10.0,8.0,Sample  85.58,10 %,0 full defects,0.0,Blue-Green,3 full defects,"March 18th, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1500,
63,85.58,LUSSO LAB,El Salvador,Finca La Esmeralda,LUSSO COFFEE LAB,"Ataco, Apaneca - Ilamatepec mountain range",Oscar Roberto Murgas Linares,19,1.0,Specialty Coffee Association,2012,"January 12th, 2013",Bourbon,Completed,Semi-washed / Semi-pulped,7.83,8.0,8.0,7.75,7.92,8.17,10.0,10.0,10.0,7.92,Sample  85.58,11 %,0 full defects,0.0,None,0 full defects,"January 12th, 2014",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,,
64,85.58,Kona Pacific Farmers Cooperative,United States (Hawaii),,Kona Pacific Farmers Cooperative,KONA,,8,45.3592,Specialty Coffee Association,2012,"April 6th, 2012",Hawaiian Kona,Completed,Natural / Dry,7.83,8.0,7.92,7.75,8.08,8.0,10.0,10.0,10.0,8.0,Sample  85.58,0 %,0 full defects,0.0,,1 full defects,"April 6th, 2013",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
65,85.5,EssenceCoffee,Panama,Elida Estate,Essence Coffee,Boquete,Lamastus,100,60.0,Blossom Valley International,2014,"May 23rd, 2015",Caturra,Completed,Natural / Dry,8.0,7.75,7.83,7.83,7.67,8.58,10.0,10.0,10.0,7.83,Sample  85.50,9 %,2 full defects,0.0,,2 full defects,"May 22nd, 2016",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,meters,1680,
66,85.5,EssenceCoffee,Kenya,Inoi,Essence Coffee,Kirinyaga,,16,60.0,Blossom Valley International,2014,"May 23rd, 2015",SL28,Completed,Natural / Dry,7.92,7.92,7.83,8.08,7.83,7.92,10.0,10.0,10.0,8.0,Sample  85.50,10 %,0 full defects,0.0,Green,3 full defects,"May 22nd, 2016",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,meters,1900,
67,85.5,Assefa Belay Coffee Producer,Ethiopia,,Assefa Belay Coffee Producer,Oromia,Assefa Belay Coffee Producer,320,60.0,METAD Agricultural Development plc,2015,"March 31st, 2015",Other,Completed,Natural / Dry,7.83,8.0,7.83,7.92,7.83,8.08,10.0,10.0,10.0,8.0,Sample  85.50,12 %,0 full defects,0.0,Green,7 full defects,"March 30th, 2016",METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196",meters,1800,2000
68,85.5,Kyagalanyi Ltd,Uganda,Buginyanya,Kyagalanyi Coffee Ltd,Bulambuli Eastern region,Kyagalanyi coffee Ltd,320,60.0,Uganda Coffee Development Authority,2013,"June 26th, 2014",SL14,Completed,Washed / Wet,8.33,7.92,7.67,7.92,7.67,7.92,10.0,10.0,10.0,8.08,Sample  85.50,12 %,0 full defects,0.0,Green,1 full defects,"June 26th, 2015",Uganda Coffee Development Authority,"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Clare Rwakatogoro - 256-41-256940/233073,meters,1600,
69,85.5,Juan Luis Alvarado Romero,Guatemala,ASOPERC,"EXPORTCAFE, S.A",HUEHUETENANGO,ASOCIACION DE PERMACULTORES DE CUILCO (SANTOS LOPEZ MEJIA),250,69.0,Asociacion Nacional Del Café,2013,"February 26th, 2013",Bourbon,Completed,Washed / Wet,8.0,7.83,7.67,8.33,7.83,8.0,10.0,10.0,10.0,7.83,Sample  85.50,11 %,0 full defects,0.0,Green,1 full defects,"February 26th, 2014",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,meters,5600,5760
70,85.42,Assefa Belay Coffee Producer,Ethiopia,,Assefa Belay Coffee Producer,Oromia,Assefa Belay Coffee Producer,320,60.0,METAD Agricultural Development plc,2015,"March 31st, 2015",,Completed,Washed / Wet,7.75,7.83,7.83,8.17,7.92,7.83,10.0,10.0,10.0,8.08,Sample  85.42,10 %,0 full defects,0.0,Green,18 full defects,"March 30th, 2016",METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196",meters,1800,2000
71,85.42,Great Lakes Coffee Uganda,Uganda,Chesiyo farmer group,Great Lakes Coffee Uganda,Kapchorwa,Chesiyo Farmer group,150,60.0,Uganda Coffee Development Authority,2013,"June 26th, 2014",SL14,Completed,Washed / Wet,8.08,8.0,7.83,7.67,8.0,7.83,10.0,10.0,10.0,8.0,Sample  85.42,12 %,0 full defects,0.0,Green,5 full defects,"June 26th, 2015",Uganda Coffee Development Authority,"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Clare Rwakatogoro - 256-41-256940/233073,meters,1950,
72,85.42,Kona Pacific Farmers Cooperative,United States (Hawaii),,Kona Pacific Farmers Cooperative,KONA,,8,45.3592,Specialty Coffee Association,2012,"April 6th, 2012",Hawaiian Kona,Completed,Natural / Dry,7.92,7.92,7.75,7.92,7.75,7.92,10.0,10.0,10.0,8.25,Sample  85.42,0 %,4 full defects,0.0,,6 full defects,"April 6th, 2013",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
73,85.42,NUCOFFEE,Brazil,Fazenda Serra de Três Barras,NUCOFFEE,South of Minas Gerais,José Vagner Ribeiro Junqueira,5,60.0,NUCOFFEE,2011,"December 3rd, 2011",Bourbon,Completed,Semi-washed / Semi-pulped,8.0,8.0,8.0,7.67,7.75,8.0,10.0,10.0,10.0,8.0,Sample  85.42,11 %,0 full defects,0.0,Blue-Green,1 full defects,"December 2nd, 2012",NUCOFFEE,"Av. Nações Unidas, 18.001 - 5° floor",-,meters,1250,
74,85.42,Grounds for Health Admin,El Salvador,Sierra Nevada,,Apaneca Ilamatepec Mountain Range,J. Hill y Cia SA de CV,2,0.0,Specialty Coffee Association,,"May 31st, 2010",,Completed,,8.08,7.83,7.83,8.08,7.83,7.83,10.0,10.0,10.0,7.92,Sample  85.42,1 %,0 full defects,0.0,,0 full defects,"May 31st, 2011",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1400,
75,85.33,Yunnan Coffee Exchange,China,Pu'er City Longke Coffee Co.Ltd,Yunnan Coffee Exchange,Yunnan Province Pu'er City Lancang County,Pu'er City Longke Coffee Co.Ltd,3,60.0,Yunnan Coffee Exchange,2015,"April 6th, 2016",Catimor,Completed,Natural / Dry,8.0,8.0,8.0,7.83,7.83,7.75,10.0,10.0,10.0,7.92,Sample  85.33,10 %,0 full defects,0.0,Green,0 full defects,"April 6th, 2017",Yunnan Coffee Exchange,"Warehouse of YCE, Chuangye Road, Munaihe Industrial Park, Pu'er Yunnan Province 665000",Zooey Li - +8608792891121,meters,1700,
76,85.33,EssenceCoffee,Guatemala,El Injerto S.A.,Essence Coffee,Huehuetenango,Arturo Aguirre,36,30.0,Blossom Valley International,2014,"May 23rd, 2015",Pacamara,Completed,Natural / Dry,7.83,7.75,7.83,7.67,7.83,8.58,10.0,10.0,10.0,7.83,Sample  85.33,11 %,0 full defects,0.0,Green,1 full defects,"May 22nd, 2016",Blossom Valley International,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen - +886-4-23022323,meters,1770,
77,85.33,The Coffee Source Inc.,Costa Rica,Several,The Coffee Source Inc.,West Valley,Cafe Altura de San Ramon,250,1.360776,Specialty Coffee Association,2014,"May 1st, 2014",Caturra,Completed,Washed / Wet,7.92,8.08,8.0,7.92,8.0,8.08,10.0,10.0,9.33,8.0,Sample  85.33,0 %,0 full defects,0.0,Bluish-Green,0 full defects,"May 1st, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1300,
78,85.33,The Coffee Source Inc.,Costa Rica,SEVERAL,The Coffee Source Inc.,SAN RAMON,SEVERAL,250,1.360776,Specialty Coffee Association,2014,"May 1st, 2014",Caturra,Completed,Washed / Wet,8.0,7.58,7.58,7.67,8.08,8.5,10.0,10.0,10.0,7.92,Sample  85.33,10 %,0 full defects,0.0,Bluish-Green,2 full defects,"May 1st, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1300,
79,85.33,RASHID MOLEDINA & CO. (MSA) LTD.,Kenya,,RASHID MOLEDINA & CO. (MSA) LTD,Central Kenya - Nyeri,Kianjogu - Rutuma F.C.S. Ltd.,20,60.0,Kenya Coffee Traders Association,2012,"April 19th, 2013",SL34,Completed,Washed / Wet,7.83,8.08,7.75,8.08,7.92,7.75,10.0,10.0,10.0,7.92,Sample  85.33,0 %,0 full defects,0.0,Green,2 full defects,"April 19th, 2014",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Ivy Sarah Nderitu - +254 786 821 621,meters,1600,
80,85.33,Ibero Kenya Limited,Kenya,,Ibero Kenya Limited,Blend - Central & western Kenya,Blend from various Producers,300,60.0,Kenya Coffee Traders Association,2012,"March 12th, 2013",SL34,Completed,Washed / Wet,8.0,7.92,7.92,8.08,7.83,7.75,10.0,10.0,10.0,7.83,Sample  85.33,0 %,0 full defects,0.0,Green,6 full defects,"March 12th, 2014",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya",Ivy Sarah Nderitu - +254 786 821 621,meters,1200,
81,85.33,Ethiopia Commodity Exchange,Ethiopia,Phone Number | 0911-513824 email: gmt.ft,,Yirgacheffe,"Contact name | Egziabhez Mezgebe, GMT Industrial Plc",360,6.0,Ethiopia Commodity Exchange,,"June 17th, 2010",,Completed,,7.83,7.83,7.92,8.08,7.75,7.83,10.0,10.0,10.0,8.08,Sample  85.33,5 %,0 full defects,0.0,,2 full defects,"June 17th, 2011",Ethiopia Commodity Exchange,"Al-Sam Tower 2, 3rd Floor Lideta, Addis Ababa, Ethiopia",- +251 11 554 7001,,,
82,85.33,Ethiopia Commodity Exchange,Ethiopia,,,Yirgacheffe,Contact name | Hailu Gebre Hiwot,300,6.0,Ethiopia Commodity Exchange,,"June 17th, 2010",Typica,Completed,,7.92,7.83,7.75,8.33,7.75,7.75,10.0,10.0,10.0,8.0,Sample  85.33,10 %,0 full defects,0.0,,3 full defects,"June 17th, 2011",Ethiopia Commodity Exchange,"Al-Sam Tower 2, 3rd Floor Lideta, Addis Ababa, Ethiopia",- +251 11 554 7001,,,
83,85.25,Juan Luis Alvarado Romero,Guatemala,LA ESPERANZA Y ANEXOS,"UNEX GUATEMALA, S.A.",ORIENTE,MARGARITA AVILA DE NUYENS,250,69.0,Asociacion Nacional Del Café,2016,"April 27th, 2016",Bourbon,Completed,,8.0,7.92,7.75,8.0,7.92,7.83,10.0,10.0,10.0,7.83,Sample  85.25,10 %,0 full defects,2.0,Green,2 full defects,"April 27th, 2017",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Juan Luis Alvarado Romero - +502 2311.1951,,,
84,85.25,Exportadora de Cafe Condor S.A,Colombia,varios,Exportadora de Cafe Condor S.A,santander,varios,275,70.0,Almacafé,2015,"April 8th, 2015",Caturra,Completed,Washed / Wet,8.17,7.92,7.83,8.0,7.58,7.83,10.0,10.0,10.0,7.92,Sample  85.25,11 %,0 full defects,0.0,Green,0 full defects,"April 7th, 2016",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1550,
85,85.25,Compañia Colombiana Agroindustrial S.A,Colombia,,ecom cca sa,Santander,,250,70.0,Almacafé,2014,"January 17th, 2014",Caturra,Completed,Natural / Dry,7.58,8.08,7.92,7.83,8.0,7.92,10.0,10.0,10.0,7.92,Sample  85.25,12 %,0 full defects,0.0,Green,2 full defects,"January 17th, 2015",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,1550,
86,85.17,"Nomura Trading Co., Ltd.",Indonesia,,"Nomura Trading Co., Ltd.",Lintong,,54,60.0,Specialty Coffee Association,2012,"November 26th, 2012",Sumatra Lintong,Completed,Semi-washed / Semi-pulped,7.75,7.83,7.67,8.0,8.08,7.83,10.0,10.0,10.0,8.0,Sample  85.17,11 %,0 full defects,0.0,Green,3 full defects,"November 26th, 2013",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1250,1400
87,85.17,The Coffee Source Inc.,Guatemala,Coop. Hoja Blanca - Fedecocagua,The Coffee Source Inc.,Huehuetenango,Coop. Hoja Blanca - Fedecocagua,250,1.0,Specialty Coffee Association,2012,"January 18th, 2012",Caturra,Completed,Washed / Wet,8.25,8.0,7.67,7.92,7.75,7.67,10.0,10.0,10.0,7.92,Sample  85.17,0 %,0 full defects,0.0,,7 full defects,"January 17th, 2013",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1400,
88,85.08,SEID DAMTEW COFFEE PLANATAION,Ethiopia,SEID DAMTEW COFFEE PLANATION,Seid Damtew Coffee Planation,"Kefa Zone, Gimbo Distict, at a place called Woka Araba, South West Ethiopia.",SEID DAMTEW COFFEE PLANATION,320,19200.0,METAD Agricultural Development plc,2016,"August 9th, 2016",Other,Completed,Natural / Dry,7.75,8.0,7.58,8.0,8.0,7.92,10.0,10.0,10.0,7.83,Sample  85.08,11 %,0 full defects,1.0,Green,8 full defects,"August 9th, 2017",METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196",,,
89,85.08,CARCAFE LTDA CI,Colombia,,CARCAFE LTDA,PASTO,JOSE ALBEIRO GOMEZ / LUIS JABER REALPE,250,70.0,Almacafé,2015,"August 18th, 2015",Caturra,Completed,Natural / Dry,8.17,7.83,7.58,8.08,8.0,7.75,10.0,10.0,10.0,7.67,Sample  85.08,0 %,0 full defects,0.0,,0 full defects,"August 17th, 2016",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,2560,
90,85.08,Steven Kil,Ethiopia,Aricha Coop,The Specialty Coffee Appraisers Institute of Asia,Aricha,BNT,100,60.0,Specialty Coffee Association,2014,"October 7th, 2014",,Completed,Natural / Dry,8.42,8.0,7.42,8.0,7.92,7.92,9.33,10.0,10.0,8.08,Sample  85.08,10 %,2 full defects,0.0,Green,7 full defects,"October 7th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1700,
91,85.08,Eileen Koyanagi,United States (Hawaii),,Kona Pacific Farmers Cooperative,KONA,,12,45.3592,Specialty Coffee Association,2014,"March 10th, 2014",Hawaiian Kona,Completed,Natural / Dry,7.58,7.83,7.83,7.92,7.83,8.17,10.0,10.0,10.0,7.92,Sample  85.08,11 %,2 full defects,0.0,Bluish-Green,2 full defects,"March 10th, 2015",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
92,85.08,CARCAFE LTDA CI,Colombia,,CARCAFE LTDA CI,CUNDINAMARCA,ORLANDO ORTIZ /WILSON ORTIZ/GILBERTO ACOSTA,250,70.0,Almacafé,2012,"March 16th, 2012",Caturra,Completed,Natural / Dry,7.83,8.0,7.75,7.75,7.83,7.83,10.0,10.0,10.0,8.08,Sample  85.08,11 %,0 full defects,0.0,Green,8 full defects,"March 16th, 2013",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,meters,2136,
93,85.08,Kona Pacific Farmers Cooperative,United States (Hawaii),,,Kona,Kona Pacific Farmers Cooperative,13,45.3592,Specialty Coffee Association,,"December 27th, 2010",,Completed,,8.08,8.17,7.92,8.0,8.08,8.0,9.33,9.33,10.0,8.17,Sample  85.08,1 %,1 full defects,0.0,,7 full defects,"December 27th, 2011",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
94,85.08,Ethiopia Commodity Exchange,Ethiopia,,,Sidamo,Exporter Name | Muluneh Kaka | Phone: 0114390290,360,6.0,Ethiopia Commodity Exchange,2010,"June 17th, 2010",,Completed,,7.67,8.0,7.83,8.0,7.92,7.83,10.0,10.0,10.0,7.83,Sample  85.08,0 %,0 full defects,0.0,,5 full defects,"June 17th, 2011",Ethiopia Commodity Exchange,"Al-Sam Tower 2, 3rd Floor Lideta, Addis Ababa, Ethiopia",- +251 11 554 7001,,,
95,85.08,Kona Pacific Farmers Cooperative,United States (Hawaii),Kona Pacific Farmers Cooperative,,Kona,,27,0.0,Specialty Coffee Association,,"May 17th, 2010",,Completed,,7.5,7.92,8.25,7.83,7.92,7.75,10.0,10.0,10.0,7.92,Sample  85.08,0 %,0 full defects,0.0,,0 full defects,"May 17th, 2011",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,,,
96,85.0,Kyagalanyi Coffee Ltd,Uganda,Mount Elgon Area,Kyagalanyi Coffee Limited,Eastern Uganda,Kyagalanyi Coffee Ltd,200,60.0,Uganda Coffee Development Authority,2016,"July 24th, 2017",SL14,Completed,Washed / Wet,8.17,7.92,7.75,7.75,7.67,7.75,10.0,10.0,10.0,8.0,Sample  85.00,11 %,0 full defects,0.0,Green,1 full defects,"July 24th, 2018",Uganda Coffee Development Authority,"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Clare Rwakatogoro - 256-41-256940/233073,meters,1800,
97,85.0,Racafe & Cia S.C.A,Colombia,,Racafe & Cia S.C.A,Huila,La Plata,135,70.0,Almacafé,2016,"February 15th, 2017",Caturra,Completed,Washed / Wet,8.0,7.92,7.75,7.92,7.75,7.83,10.0,10.0,10.0,7.83,Sample  85.00,0 %,0 full defects,0.0,Green,3 full defects,"February 15th, 2018",Almacafé,"Calle 73 No. 8-13 Piso 2 Torre B Bogota, Colombia",Rodrigo Alarcon - 3136600,,,
98,85.0,Troy Quimby,Costa Rica,Estate La Patricia,Bold Coast Coffee,Tarrazu,Manuel Montero,36,46.0,Specialty Coffee Association,2016,"January 30th, 2017",Catuai,Completed,Washed / Wet,7.83,8.0,7.58,7.92,7.92,7.83,10.0,10.0,10.0,7.92,Sample  85.00,12 %,1 full defects,1.0,Green,1 full defects,"January 30th, 2018",Specialty Coffee Association,"117 W 4th St, Suite 300 Santa Ana, CA 92701",Chris Buck - (562) 624-4100,meters,1900,
99,85.0,"El Equimite, Cafetal Biodinámico",Mexico,Varias fincas,"Cafetal El Equimite, Rancho Agroecológico, S.P.R. de R.L.",Veracruz,Varios productores minifundistas,1,30.0,Centro Agroecológico del Café A.C.,2015,"September 21st, 2016",Typica,Completed,Washed / Wet,7.83,8.0,7.83,7.75,7.67,7.83,10.0,10.0,10.0,8.08,Sample  85.00,9 %,0 full defects,0.0,Green,3 full defects,"September 21st, 2017",Centro Agroecológico del Café A.C.,"Instituto de Ecología A. C., Campus III Edificio A Planta Baja Carretera Antigua a Coatepec No. 351 Col. El Haya C.P. 91070 Xalapa, Veracruz, México.",Stephany Escamilla Femat - Tel. +52 228 8421800 Ext. 3092,meters,1300,
